Latitude,Longitude
50.8949510517796,157.63217328475275
49.75202111586401,81.6095616259397
-58.657363320858636,26.632030755785678
44.27006755087564,41.68004019604945
76.68362774205607,-97.10305332238751
5.372282726908068,-11.210731442596995
11.575759854801092,-72.97074154735954
-1.2660802276805754,27.252324762704887
-7.508978515334803,-122.22654240269645
51.53627705654995,-166.90859730384943
-69.7880701657143,166.78722712197458
26.114733342733118,-128.95533430752295
41.49294004481317,123.31063852024198
-3.1154952585775533,-91.82344080418959
-20.61379225314424,-82.62321717252576
59.86571181722044,100.23545854927232
43.39607883682751,-108.53163565020425
-21.688998241523592,42.63705887167433
-53.929149182827956,77.41822252592686
-8.855176209205709,-45.405774254466394
-74.08732411442527,-17.551589904682174
25.315677841127865,136.45559937676
60.75047352650745,-171.18346606825563
51.090579205237475,-80.84844171012878
4.0886608733495535,-0.2506839486422905
80.62055104268418,49.3626691108702
46.596914087058764,-69.47662149920913
32.366731779892575,8.562632628900047
28.436705378301482,75.43841277821693
-23.58912115335842,-169.1978802720301
86.22358758357336,-156.0904145944938
47.2599048934147,-130.75764982108194
26.43324929939054,107.17880946165934
-78.9708213394197,-1.5803376865900134
-11.532776151352635,-140.87663793666525
34.05334731461987,155.47264845718377
65.32736312616319,-42.60719576416747
-50.665228416686965,-170.27829283690266
-77.48449232468636,112.34099511607934
-80.66432554670088,7.873508961312552
36.83483807513382,57.810619997059916
0.93180889558883,53.685676505795215
36.48897518655478,146.47857228140805
-30.16314466977316,11.0874627584883
57.6254354780057,-36.358750391582845
-19.419505949127,-65.67219050110099
-68.72337421414792,95.95122474942895
26.727080544028468,118.42421756319033
-0.8281360267456392,-86.18982330447557
-41.560108254971475,-101.52691028405235
-2.332769172770739,-32.17255771464065
14.714076746082043,165.9869000471666
-40.15307751001674,-141.83937883561515
-68.9773707123517,178.6342209636045
77.30356424177131,-54.6311065833341
-82.03053832901665,133.802770609739
-67.25482830952342,150.5555848016068
-30.06993666419435,122.22096477317103
18.393406463649995,-73.96511654705115
-87.14877910445142,32.53984016259602
1.2427346136673663,56.064862844918224
-31.194691565839115,78.74404694572377
28.518075612754558,159.11637957507185
77.50383741138157,-62.96156802761283
-3.727315666878539,-63.649320808604756
40.25576829978817,120.77427266773782
-51.10769063541859,-47.96585895655659
